Place,X-coord,Y-coord,Rooms,CommonR,Sauna,m^2,Age,Price
Viipurinkatu 11 B,60.1912724,24.9421642,1h+kk+kph,1,0,"23,5 m²",1936,680 €/kk 
Hatuntekijänkuja 4-6,60.27719920000001,25.0332084,2H+K,2,0,"58,5 m²",1975,1 009 €/kk 
Kauppakartanonkatu 7,60.2083714,25.0830885,"2h, avokeittiö, kh",2,0,54 m²,2015,1 295 €/kk 
Venemestarintie 4 B,60.20670279999999,25.1314533,2h+kk,2,0,"36,5 m²",1964,799 €/kk 
Katontekijänkuja 1,60.2529528,25.0232631,2H+K,2,0,"52,5 m²",2013,948 €/kk 
Pohjoisranta 24 C,60.17586170000001,24.9600766,2h+k,2,0,"57,5 m²",1961,1 290 €/kk 
Gustav Pauligin katu 5a B,60.206121,25.150977,4h+kt,4,0,"74,5 m²",2022,1 460 €/kk 
Postiljooninkatu 11 B,60.21818810000001,24.9271956,1H+KT+P,1,0,33 m²,2021,897 €/kk 
Karhulantie 8,60.2176515,25.1036107,3H+KT+S,3,1,65 m²,2000,1 190 €/kk 
Retkeilijänkatu 5 A,60.20561879999999,25.1218095,2h+k,2,0,60 m²,2015,1 065 €/kk 
Koirasaarentie 23,60.17203790000001,25.0317623,3H+KT+S,3,1,"65,5 m²",2016,1 299 €/kk 
Näyttelijäntie 24 E,60.2315822,24.8923989,1h+kt,1,0,25 m²,1959,729 €/kk 
Näyttelijäntie 24 H,60.23249769999999,24.8925323,3h+kt,3,0,63 m²,1959,1 249 €/kk 
Maapadontie 3 A,60.23193149999999,24.9463979,2h+kk,2,0,48 m²,1973,879 €/kk 
Eerikinkatu 42 C,60.16454839999999,24.9280607,2h+k,2,0,59 m²,1906,1 290 €/kk 
Porvarintie 8-10 A,60.2717415,25.0324099,2 h+kk+kph+lasitettu parveke,2,0,56 m²,1977,900 €/kk 
Länsisatamankatu 31 B,60.156048,24.912702,3h + k + s + p,3,1,"67,5 m²",2023,1 650 €/kk 
Aurinkotuulenkatu 8 B,60.2065141,25.1591559,2h+kk,2,0,"39,5 m²",2011,927 €/kk 
Tyynenmerenkatu 5,60.1581676,24.9214932,2H+KT+S,2,1,50 m²,2012,1 294 €/kk 
Vuotie 49a A,60.2072362,25.1496668,2h+kt,2,0,"38,5 m²",2023,975 €/kk 
Askartie 3-5 A,60.25278119999999,25.0069081,"2h,k,s,lasitettu parveke",2,1,"49,5 m²",1990,820 €/kk 
Bertha Pauligin katu 1 A,60.20675660000001,25.1508076,3h+kt,3,0,56 m²,2023,1 230 €/kk 
Mannerheimintie 29 C,60.18563,24.9218308,2-3h+avok+vh+sauna,2,1,68 m²,1929,1 450 €/kk 
Rälssintie 7,60.2411293,24.9860139,2H+K,2,0,59 m²,1990,917 €/kk 
Ansaritie 2-4 C,60.2089507,24.8859766,1h+kt,1,0,29 m²,1960,799 €/kk 
Kallvikintie 91,60.2230883,25.1361476,2H+KT,2,0,52 m²,2020,990 €/kk 
Von Daehnin katu 7,60.23150309999999,25.0456407,2 H + KK,2,0,45 m²,2008,948 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,3h+kt+khh+s+vh,3,1,68 m²,2023,1 595 €/kk 
Meri-Rastilan tie 40 E,60.20212180000001,25.1299309,2h+k,2,0,"53,5 m²",1991,879 €/kk 
Laakavuorentie 4 B,60.24104310000001,25.110531,3h+k,3,0,69 m²,1992,999 €/kk 
Keinulaudantie 2c,60.23522489999999,25.080374,1H+KT,1,0,27 m²,2019,750 €/kk 
Luotsikatu 1a,60.16809999999999,24.963959,1H+KT,1,0,39 m²,2022,1 099 €/kk 
Arabiankatu 19 B,60.2092068,24.9793802,1h+avok+kph+lasitettu p,1,0,"41,5 m²",2006,840 €/kk 
Pajuniityntie 3-5 B,60.2170748,24.905744,1h+kt,1,0,37 m²,2016,867 €/kk 
TUHKIMONTIE 3-5 B,60.1967192,25.0515087,3H+K,3,0,"68,5 m²",1960,1 200 €/kk 
Annankatu 22 e 32,60.1666896,24.9369512,"1h, kph, wc, avok, et, alkovi, vh",1,0,70 m²,1908,2 400 €/kk 
Rapakiventie 12,60.2369966,25.0063384,2H+K,2,0,60 m²,1993,"976,31 €/kk "
Lönnrotinkatu 30,60.16402830000001,24.9320648,2H+KK,2,0,31 m²,1938,990 €/kk 
Välskärinkatu 4 B,60.17859139999999,24.920511,1h+kk,1,0,43 m²,2000,978 €/kk 
Yliskylän puistokatu 7 A,60.1797056,25.0530794,1h+kt,1,0,"29,5 m²",2021,875 €/kk 
Luoteisväylä 18-20,60.16486159999999,24.860514,1H+KK,1,0,"29,5 m²",1958,899 €/kk 
Kahvipavunkuja 3,60.2054322,25.1507238,2H+KK,2,0,41 m²,2014,910 €/kk 
Mechelininkatu 18,60.1729662,24.9192703,2H+K,2,0,"52,5 m²",1936,1 250 €/kk 
Pohjavedenkatu 10 D,60.2065825,25.1405513,2h+kk+s,2,1,"45,5 m²",1999,969 €/kk 
Siltavoudintie 1,60.2292592,24.9651423,3H+K,3,0,71 m²,1965,1 297 €/kk 
KOILLISVÄYLÄ 9aA,60.1616,24.8858351,1h+avok+kph+et,1,0,25 m²,1960,720 €/kk 
Kotinummentie 47,60.26391249999999,25.0129931,2H+KK,2,0,"49,5 m²",1993,"935,56 €/kk "
Taidemaalarinkatu 14 B,60.2611472,24.8922449,1 h + tk + ransk.parveke,1,0,31 m²,2018,"719,71 €/kk "
Puustellinpolku 25 A,60.24316320000001,24.8641302,3h+k+kph+s+wc+lasit.p,3,1,"70,5 m²",1985,998 €/kk 
Kämnerinkuja 4 A,60.27601979999999,25.0249823,3h+kk+kph+p,3,0,"60,5 m²",1985,915 €/kk 
Museokatu 23 A,60.1753734,24.9231382,3h+kk+kph,3,0,"76,45 m²",1920,1 748 €/kk 
Abrahaminkatu 17 D,60.16538199999999,24.9277998,"1h, k, kph",1,0,31 m²,1929,850 €/kk 
Agronominkatu 1,60.23425039999999,25.0338372,2H+KT,2,0,"52,5 m²",2012,"1006,43 €/kk "
Neulapadontie 5 B,60.2220947,25.0627495,1h+kk,1,0,"27,5 m²",1965,699 €/kk 
Kanneltie 6 H,60.2406763,24.880095,3h+k+kph+vh+lasitettu p,3,0,"60,5 m²",1960,970 €/kk 
Väinö Auerinkatu 10,60.20680389999999,24.9657573,2H+KK,2,0,45 m²,1990,939 €/kk 
Ristiretkeläistenkatu 17A,60.22493129999999,24.9866619,1H + T,1,0,28 m²,2020,899 €/kk 
Vanha Viertotie 9,60.2106865,24.8859962,2h+kk+sauna+parveke,2,1,50 m²,2003,1 025 €/kk 
Malmin raitti 19 B,60.2563676,25.0113506,2h+k+kph+lasitettu parveke,2,0,46 m²,1982,850 €/kk 
Kokkokalliontie 9 J,60.2305905,24.8516331,1h+kt+alk+p,1,0,"34,5 m²",2014,802 €/kk 
Ristiretkeläistenkatu 2 A,60.2288277,24.9901529,1h+kt,1,0,"31,5 m²",2021,880 €/kk 
Kirsitie 4 A,60.26895799999999,25.0711481,2h+kk+s,2,1,"46,5 m²",1996,941 €/kk 
Suunnittelijankatu 4 A,60.19536360000001,25.0340104,1h+kt,1,0,34 m²,2021,895 €/kk 
Kustinpolku 17 B,60.218499,24.924674,1h+kt,1,0,45 m²,2023,1 053 €/kk 
Lapinlahdenkatu 8,60.1669457,24.9261685,"2h, k, kph, p",2,0,52 m²,1955,2 140 €/kk 
Kahvipavunkuja 3,60.2054322,25.1507238,2H+KK,2,0,48 m²,2014,949 €/kk 
Retkeilijänkatu 15 B,60.20519539999999,25.1263504,1H+KT+P,1,0,"31,5 m²",2020,827 €/kk 
Mannerheimintie 93 F,60.1955563,24.9040155,2h+kk+kh,2,0,"40,5 m²",1953,925 €/kk 
Hitsaajankatu ,60.1925836,25.0288846,2h+kk,2,0,42 m²,2008,950 €/kk 
Roihuvuorentie 20 A-E,60.2004143,25.0569875,1H+KK,1,0,"20,5 m²",1956,640 €/kk 
Paraistentie 6,60.2013231,24.9035462,14MH+2 OH+RT+2K+9KH+KHH+4SK+7P,1,0,866 m²,1959,605 €/kk 
Vähäntuvantie 6,60.23297969999999,24.8491163,3H+K,3,0,53 m²,1963,1 050 €/kk 
Kalevankatu 57 B,60.1633499,24.926252,1h+kk+kph+alkovi,1,0,28 m²,1960,748 €/kk 
Yliskyläntie 2 A,60.1809921,25.0510924,3H+K+S,3,1,"75,5 m²",1996,1 158 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,2h+kt,2,0,"38,5 m²",2023,1 237 €/kk 
Madeiranaukio 4 A 67,60.1524015,24.9117547,4h+kt+s,4,1,123 m²,2021,4 500 €/kk 
Piispantie 3 B,60.2294869,24.8444383,2h+kt,2,0,51 m²,1964,899 €/kk 
Haukilahdenkuja 13,60.19674699999999,24.9706345,3H+K+S,3,1,71 m²,2011,1 599 €/kk 
Mustalahdentie 1,60.2218237,25.1410173,1H+KT,1,0,"29,5 m²",2016,799 €/kk 
Lupajantie 4,60.23144139999999,25.1048008,2H+K,2,0,"53,5 m²",1985,920 €/kk 
Lapinmäentie 8,60.20797200000001,24.8820419,1H+KT,1,0,26 m²,2023,825 €/kk 
Kanavakatu 3,60.1661508,24.9648117,2h + avok,2,0,32 m²,1929,1 340 €/kk 
Perustie 19,60.19901789999999,24.8789288,"4h, k, kph, s, p, erill. wc",4,1,113 m²,1937,2 700 €/kk 
Vinsentinaukio 4,60.18010150000001,24.9747363,3H+KT,3,0,71 m²,2021,1 770 €/kk 
Maasälväntie 5-9,60.2371431,25.0116904,2H+K,2,0,"48,5 m²",1963,949 €/kk 
Kivelänkatu 1 D,60.1804374,24.9267214,1h+avok+wc,1,0,14 m²,1934,478 €/kk 
HITSAAJANKATU 7 B,60.1922416,25.0280343,2 H + KT + S,2,1,45 m²,2015,1 053 €/kk 
Näyttelijäntie 24 A,60.2315822,24.8923989,3h+kt,3,0,63 m²,1959,1 249 €/kk 
Mannerheimintie 170,60.2035984,24.8985839,"2h, ak, kph, wc",2,0,37 m²,2018,2 850 €/kk 
Apollonkatu 10 B 77,60.175693,24.9262519,2 h + kk + s,2,1,59 m²,1927,1 480 €/kk 
Tapulikaupungintie 15,60.2764878,25.0347603,4H+K+S,4,1,"91,5 m²",2001,1 490 €/kk 
Luuvakuja 10,60.2474629,25.0063877,2H+K,2,0,49 m²,1965,1 009 €/kk 
Pohjoinen Hesperiankatu 1,60.17791279999999,24.9289741,2h + kk,2,0,46 m²,1914,1 098 €/kk 
Kylätie 15,60.2154918,24.8955937,"1h,kk",1,0,"31,5 m²",1963,750 €/kk 
Kotkankatu 6 A,60.1918598,24.9422967,3h+k+kph+wc+s+lasitettu parvek,3,1,"76,5 m²",1985,1 490 €/kk 
Junailijankuja 9a,60.200429,24.937453,2H+KT,2,0,46 m²,2023,1 165 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,35 m²,2023,1 059 €/kk 
Kaivonkatsojantie 2 B,60.2061057,25.1359309,2h+k,2,0,"53,5 m²",2000,869 €/kk 
Paasikivenkatu 4-6,60.18710249999999,24.9119121,"1h, k, kph",1,0,29 m²,1931,1 768 €/kk 
Hietasaarenkuja 3a,60.1596589,24.9193349,2H+KT,2,0,62 m²,2017,1 300 €/kk 
Nordenskiöldinkatu 10,60.18653339999999,24.9171947,"1h, ak, kph, wc",1,0,30 m²,1938,1 988 €/kk 
Soittajantie 3 T,60.24117450000001,24.8762722,3h + k + vh + parveke,3,0,60 m²,1960,1 000 €/kk 
Vaasankatu 23 ,60.1885886,24.9550128,1h+kk+kph,1,0,19 m²,1937,665 €/kk 
Santakatu 1,60.1629231,24.9195202,"3h,k,vh,kph,WC,parveke",3,0,"73,5 m²",1993,1 930 €/kk 
Kristianinkatu 11-13,60.1757131,24.9572791,"2h, k, kph, wc",2,0,60 m²,1935,3 210 €/kk 
Mannerheimintie 170,60.2035984,24.8985839,"2h, ak, kph, wc",2,0,46 m²,2018,2 818 €/kk 
Kristianinkatu 11-13,60.1757131,24.9572791,"1h, 1minik, kph",1,0,32 m²,1935,2 082 €/kk 
Laivalahdenportti 3,60.1923723,25.0335358,2H+KT+S,2,1,"62,5 m²",1996,1 020 €/kk 
Kappelinpiha 6 A,60.2153426,24.9638611,4h+k+kph,4,0,90 m²,2021,1 750 €/kk 
Fredrikinkatu 64,60.171617,24.9266698,1h + avok,1,0,25 m²,1912,1 200 €/kk 
Aallonhalkoja 11 E 85,60.1800203,24.9782804,2h + avok + p,2,0,"47,5 m²",2023,1 290 €/kk 
Kauppakartanonkatu 7,60.2083714,25.0830885,"2 h, avokeittiö, vh, kh",2,0,81 m²,2015,1 795 €/kk 
BULEVARDI 32 A,60.1631714,24.9346154,4H+K,4,0,"115,3 m²",1937,3 079 €/kk 
Köydenpunojankatu 8,60.163932,24.9236823,"1h, kk, p",1,0,26 m²,1981,1 914 €/kk 
Itälahdenkatu 14,60.1508109,24.880469,3H+KT,3,0,"68,5 m²",1982,1 503 €/kk 
Kotinummentie 47,60.26391249999999,25.0129931,3H+K,3,0,79 m²,1993,"1207,03 €/kk "
Länsisatamankatu 26,60.15697100000001,24.912688,2h+kt,2,0,39 m²,2018,1 020 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,"33,5 m²",2023,925 €/kk 
Näyttelijäntie 24 A,60.2315822,24.8923989,1h+kt,1,0,25 m²,1959,749 €/kk 
Kauppakartanonkatu 8,60.20932469999999,25.0886036,2h + k + lasit. p,2,0,62 m²,1990,1 000 €/kk 
Fallpakankuja 15 D,60.2284966,25.1282084,5h+k+kph+s+wc+piha,5,1,112 m²,1990,1 595 €/kk 
Tapulikaupungintie 17 AS,60.2770414,25.0351989,1h+kk,1,0,33 m²,2001,740 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,1h+kt,1,0,28 m²,2023,962 €/kk 
Agronominkatu 7,60.2334133,25.0345754,2H+KK,2,0,46 m²,2011,818 €/kk 
Gunillantie 22 B,60.1698555,25.0323981,2h+kt,2,0,"50,5 m²",2015,995 €/kk 
Abraham Wetterin tie 10 B 31,60.1927794,25.0435871,1h+kt+lasitettu parv,1,0,37 m²,2013,920 €/kk 
Juustenintie 6 A,60.2448092,24.8664518,2h+kt+s,2,1,"53,5 m²",2014,995 €/kk 
LINNANKOSKENKATU 4 A,60.1852943,24.9199337,2H+KK,2,0,35 m²,1937,1 092 €/kk 
Sireenikatu 4 C,60.19548870000001,24.8955405,2h+k+kph+parveke,2,0,59 m²,1996,1 095 €/kk 
Korppaanmäentie 17 C,60.20555729999999,24.8923589,2h+kk,2,0,"45,5 m²",1990,899 €/kk 
Pihkatie 5 H,60.2518328,24.8552382,3h+k,3,0,69 m²,1983,1 099 €/kk 
Trumpettikuja 4,60.23857109999999,24.8688231,3H+K,3,0,"70,5 m²",1978,1 090 €/kk 
Jussaarenkuja 5 D,60.17753339999999,25.0469448,2h+k+kph+lasitettu parveke,2,0,"51,5 m²",1965,728 €/kk 
Jauhajankuja 1 C,60.20457990000001,25.1497846,2h+kt+s,2,1,57 m²,2015,1 066 €/kk 
Somerontie 14,60.1973479,24.9588517,2H+K,2,0,46 m²,1918,1 100 €/kk 
 Fredikanterassi 3 ,60.19806680000001,24.9304254,1h,1,0,"28,5 m²",2020,930 €/kk 
Porttirinne 6,60.28226079999999,25.0415095,4H+K+S,4,1,104 m²,2000,1 490 €/kk 
Kolupolku 6,60.2635562,25.0851225,3H+K,3,0,"72,5 m²",1987,999 €/kk 
Mannerheimintie 93 F,60.1955563,24.9040155,2h+kk+kh,2,0,38 m²,1953,890 €/kk 
Kruunuvuorenkatu 2,60.16745049999999,24.9625844,2H+KT,2,0,"43,5 m²",2019,1 263 €/kk 
Vuotie 47 C,60.207069,25.148776,2H+KT+VIH,2,0,"49,5 m²",2023,1 199 €/kk 
Kahvipavunkuja 10 A,60.20572000000001,25.1515241,3h+avok+kph+s+wc+lasit.p,3,1,75 m²,2022,1 390 €/kk 
Larin Kyöstin polku 2 C,60.2290436,24.9700752,"2h, avokettiö, vh, kph, lasite",2,0,48 m²,2022,1 050 €/kk 
Vanha viertotie 16 B,60.2102222,24.8842143,3h+k,3,0,"72,5 m²",1964,1 299 €/kk 
Vuotie 49a A,60.2072362,25.1496668,2h+kt,2,0,37 m²,2023,960 €/kk 
Töölönkatu 29,60.1807631,24.9244309,2h+avok+kph,2,0,49 m²,1935,1 190 €/kk 
Mannerheimintie 61 A,60.1905599,24.9152553,1h+kk+kph+parvi,1,0,"22,5 m²",1938,728 €/kk 
Laivalahdenkaari 13 A,60.1883895,25.0371548,2h+avok+kph+lp,2,0,"44,5 m²",1997,885 €/kk 
Osuuskunnantie 31 B,60.23999629999999,24.9429762,3h+avok+rt+kph,3,0,"83,5 m²",1969,1 670 €/kk 
Lönnrotinkatu 30,60.16402830000001,24.9320648,1H+KT,1,0,41 m²,1938,1 099 €/kk 
Kellosilta 8b,60.20054099999999,24.937085,1H+KT,1,0,"29,5 m²",2023,890 €/kk 
Paahtajankuja 4 B,60.20550989999999,25.1498803,2h+kt,2,0,"30,5 m²",2021,830 €/kk 
HUOPALAHDENTIE 27 A,60.2073662,24.8801459,1 H + KT,1,0,"30,5 m²",2020,899 €/kk 
Keinutie 9d,60.2364666,25.0698922,1H+KT,1,0,32 m²,2022,778 €/kk 
Kangaspellontie 5 A,60.2096933,24.8841981,1h+k,1,0,32 m²,1959,799 €/kk 
Tilketori 4,60.2489369,25.0033291,3H+K+S,3,1,"68,5 m²",2001,1 265 €/kk 
Von Daehnin katu 8,60.23115559999999,25.0453095,2H+KT,2,0,40 m²,2012,950 €/kk 
Linnavuorentie 26,60.2223251,25.1175181,3H+K+S,3,1,78 m²,1997,1 590 €/kk 
Paasikivenkatu 4-6,60.18710249999999,24.9119121,"1h, k, kph",1,0,27 m²,1931,2 320 €/kk 
Karavaanikuja 2,60.20646420000001,25.1195754,2H+KT,2,0,"43,5 m²",2017,948 €/kk 
Hernesaarenkatu 17,60.1564345,24.9303921,2H+KT,2,0,"41,5 m²",1929,1 155 €/kk 
Jääkärinkatu 8,60.15995339999999,24.9436606,2h + k ,2,0,63 m²,1958,1 390 €/kk 
Sopulirinne 2,60.21532219999999,25.0434943,2H+KK+S,2,1,"47,5 m²",2003,1 020 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,33 m²,2023,900 €/kk 
Kivipadontie 6h A,60.233337,24.948913,1h+kt,1,0,37 m²,2023,855 €/kk 
Kustinpolku 17 B,60.218499,24.924674,1h+kt,1,0,28 m²,2023,838 €/kk 
Karavaanikuja 2,60.20646420000001,25.1195754,3H+KT,3,0,"56,5 m²",2017,1 199 €/kk 
Itälahdenkatu 14,60.1508109,24.880469,1H+KT,1,0,31 m²,1982,899 €/kk 
Tyynenmerenkatu 3 C 53,60.1590551,24.9208259,3h+k+s+lasitettu parv,3,1,81 m²,2014,1 725 €/kk 
Ruusulankatu 4 B,60.1815765,24.9249213,1h+avok+kph+ransk.parv.,1,0,"27,5 m²",1954,835 €/kk 
Orioninkatu 6 C,60.1945571,24.9652575,"1h, kk, kph",1,0,"28,5 m²",1960,730 €/kk 
Kaarikuja 2,60.238962,25.0769711,5h+oh+k+kph+wc+p,5,0,104 m²,1967,440 €/kk 
Eteläinen Hesperiankatu 18,60.1767926,24.9241665,2H+KT,2,0,60 m²,1935,1 467 €/kk 
Hämeentie 34,60.18402820000001,24.9590296,2H+KK,2,0,"50,5 m²",1939,1 000 €/kk 
Helsinginkatu 13 A,60.18748360000001,24.955808,1h+avok+kph,1,0,"23,7 m²",1932,790 €/kk 
Tyynenmerenkatu 3 C 50,60.1590551,24.9208259,3h+k+s+lasitettu parv,3,1,"69,5 m²",2014,1 630 €/kk 
Hietalahdenkatu 8 A,60.1631932,24.9278216,2h+avok+kph+parveke,2,0,42 m²,2015,1 100 €/kk 
Paukkulantie 2 C,60.23152019999999,25.0545458,3h+kt,3,0,64 m²,2020,1 118 €/kk 
Maasälväntie 14,60.237939,25.009469,2h + kk,2,0,55 m²,1962,830 €/kk 
Larin kyöstin polku 2,60.2290436,24.9700752,2H+työtila/ruokailutila+kt+ISO lasitettu parveke,2,0,49 m²,2022,1 030 €/kk 
Karviaistie 6 A,60.24605709999999,25.0074194,2h+k+kph+p,2,0,53 m²,1964,795 €/kk 
Retkeilijänkatu 15 A,60.20519539999999,25.1263504,1H+KT+P,1,0,28 m²,2020,835 €/kk 
Retkeilijänkatu 5 A,60.20561879999999,25.1218095,1h+avok,1,0,31 m²,2015,768 €/kk 
Vuotie 49a A,60.2072362,25.1496668,2h+kt,2,0,"41,5 m²",2023,1 035 €/kk 
Naapuripellontie 5,60.248637,24.8510159,2h+k+p,2,0,60 m²,1984,865 €/kk 
Vähäntuvantie 6,60.23297969999999,24.8491163,3H+K,3,0,53 m²,1963,1 060 €/kk 
Ounasvaarantie 7,60.23906099999999,25.1132053,3H+K,3,0,80 m²,1994,1 185 €/kk 
Kotisaarenkatu 10 B,60.202215,24.9721136,3h+kt+s,3,1,"77,5 m²",2014,1 599 €/kk 
ALEKSIS KIVEN KATU 47 A,60.1960008,24.9378903,2 H + K + S,2,1,"59,5 m²",2016,1 445 €/kk 
Kivipadontie 6h B,60.233337,24.948913,1h+kt,1,0,31 m²,2023,820 €/kk 
Kokkokalliontie 1 B,60.2285929,24.8501933,2H+K,2,0,55 m²,1974,1 010 €/kk 
Kauppakartanonkuja 3,60.20995319999999,25.0861237,3H+K,3,0,80 m²,1975,1 349 €/kk 
Tuulensuuntori 1 C 69,60.1899981,24.9669551,1h+tk+lasitettuparv.,1,0,"42,5 m²",2008,950 €/kk 
Runeberginkatu 27 A,60.1724708,24.9235255,2 h + avok + kph ,2,0,41 m²,1922,1 290 €/kk 
Lohjantie 1,60.1928819,24.9616417,"2h, avok, kh",2,0,"32,5 m²",1939,850 €/kk 
Kehruutie 1 C,60.25245959999999,24.8603327,4H+K+S,4,1,90 m²,1990,1 248 €/kk 
KONALANTIE 18 B,60.22778069999999,24.8502005,1H+KK,1,0,34 m²,1987,792 €/kk 
Korppaanmäentie 1 B,60.20332430000001,24.8983311,3h+k+s,3,1,78 m²,1990,1 299 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,30 m²,2023,870 €/kk 
Kotinummentie 47,60.26391249999999,25.0129931,2H+KK,2,0,"49,5 m²",1993,"944,64 €/kk "
Näyttelijäntie 22 G-H,60.231546,24.8925402,1H+KK,1,0,32 m²,1959,803 €/kk 
Koskelantie 64,60.2149649,24.9632376,"1h, kt, p",1,0,"27,5 m²",2021,870 €/kk 
Neljäs linja 3-5,60.1822076,24.9531923,1H+KK,1,0,"28,8 m²",1946,818 €/kk 
Korkeavuorenkatu 2a,60.15977770000001,24.946434,2H+KK,2,0,36 m²,1937,1 168 €/kk 
Kustinpolku 17 A,60.218499,24.924674,2h+kt,2,0,45 m²,2023,1 053 €/kk 
Kokkokalliontie 5 T,60.2293609,24.8521298,4H+K+S,4,1,104 m²,1998,1 585 €/kk 
Museokatu 44 D,60.17518260000001,24.9195186,2h+k+kph-alkovi+vh,2,0,54 m²,1928,1 248 €/kk 
Isonvillasaarentie  7,60.22190630000001,25.1440455,2h + k + lasit. p + s,2,1,55 m²,1965,890 €/kk 
Ristipellontie 6,60.23875799999999,24.851662,1H+KT,1,0,37 m²,2011,815 €/kk 
Lupajantie 2 C,60.2326683,25.1068718,1h+kt,1,0,26 m²,2022,729 €/kk 
Capellan puistotie 21 A,60.18919199999999,24.9821115,1h+kt,1,0,"31,5 m²",2020,939 €/kk 
Kotkankatu 9,60.1922188,24.9437842,1H+KT,1,0,"29,5 m²",1957,950 €/kk 
Tulisuontie 20 C,60.2039841,25.0758367,2h+kk+s,2,1,40 m²,1998,879 €/kk 
Sulkapolku 9,60.22529420000001,24.8581787,1h+kt,1,0,"33,5 m²",2019,830 €/kk 
HUOPALAHDENTIE 27 A,60.2073662,24.8801459,3 H + KT,3,0,63 m²,2020,1 455 €/kk 
Liisankatu 15,60.1742362,24.9558816,3h + k + s,3,1,117 m²,1914,3 350 €/kk 
Kristianinkatu 9 C,60.1756925,24.9576372,"1h,k",1,0,"38,5 m²",1927,1 250 €/kk 
Ristiretkeläistenkatu 2 A,60.2288277,24.9901529,1h+kt,1,0,"29,5 m²",2021,822 €/kk 
Siltavoudintie 20 A,60.2330674,24.9667379,2h+k,2,0,57 m²,1991,899 €/kk 
Hilapellontie 4,60.2402738,24.8373125,2H+KK,2,0,"42,5 m²",1969,899 €/kk 
Lönnrotinkatu 45 A,60.1621666,24.9260502,"1 h, kk, et, kph.",1,0,27 m²,1939,790 €/kk 
Haahkapolku 3 as,60.15574839999999,24.8776676,1h+avok+alk,1,0,41 m²,2010,880 €/kk 
Kivensilmänkuja 3,60.22366040000001,25.0739473,3H+KK+S,3,1,"68,5 m²",2011,1 290 €/kk 
Trumpettitie 6 C,60.2391573,24.8683255,3h+k+kph+lp+vh,3,0,66 m²,1978,960 €/kk 
Tammitie 20 B,60.1958068,24.8829496,2h+k+kph,2,0,"63,5 m²",1957,1 165 €/kk 
Kruunuvuorenkatu 4 A,60.1665019,24.9652824,3h+kt,3,0,65 m²,1907,1 950 €/kk 
Livornonkatu 3,60.15804199999999,24.9147732,2H+KT,2,0,"40,5 m²",2017,1 190 €/kk 
Vattuniemenkatu 4 E,60.1486888,24.8864852,"2h, k, kph, lasit.parv., et (2",2,0,"56,5 m²",1975,1 050 €/kk 
Kivipadontie 6h B,60.233337,24.948913,3h+kt+s,3,1,62 m²,2023,1 320 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,2h+kt,2,0,"43,5 m²",2023,1 410 €/kk 
Kauppakartanonkatu 22 B,60.20697209999999,25.0796896,3h + k + lasitettu parveke,3,0,"65,5 m²",1979,1 000 €/kk 
Kaupinmäenpolku 9 ,60.2304573,24.8788182,1h + k + kph,1,0,31 m²,1984,1 050 €/kk 
Vuotie 49a A,60.2072362,25.1496668,2h+kt,2,0,37 m²,2023,945 €/kk 
Tilketori 2a,60.2496345,25.0042635,4H+K+S,4,1,"90,5 m²",2001,1 610 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,2h+kt,2,0,"37,5 m²",2023,1 197 €/kk 
Urheilukatu 50 A 2,60.1908348,24.9158204,2h+avok.+kph+erill.WC+parveke,2,0,50 m²,1963,1 150 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,2h+kt,2,0,"41,5 m²",2023,1 267 €/kk 
Vuotie 49b A,60.2072849,25.1505648,3h+kt,3,0,54 m²,2022,1 200 €/kk 
Laivurinkatu 39,60.15982799999999,24.9424309,"4-5h, 2kh, 2WC, avokeittiö, parveke",4,0,124 m²,1929,3 140 €/kk 
Rusthollarintie 13 H,60.21300809999999,25.0985082,"1h,kk,kph",1,0,32 m²,1961,700 €/kk 
Korppaanmäentie 36 B,60.2075618,24.8916867,2h+kk+kph+p,2,0,49 m²,1991,850 €/kk 
Kaivonkatsojantie 8 A 21,60.2050951,25.1360803,2h+kk+s+lasitettu parv,2,1,45 m²,1998,899 €/kk 
Lupajantie 2 C,60.2326683,25.1068718,1h+kt,1,0,26 m²,2022,729 €/kk 
Kaivonkatsojantie 8 B 37,60.2050951,25.1360803,3h+k+s+lasitettu parv.,3,1,73 m²,1998,1 290 €/kk 
Vuotie 47 C,60.207069,25.148776,3H+KT+VIH,3,0,"70,5 m²",2023,1 599 €/kk 
Westendintie 99,60.16277609999999,24.7911212,"3h,kt,s",3,1,58 m²,2023,1 495 €/kk 
Hermannin rantatie 3A,60.1867956,24.9775423,3h+kt,3,0,52 m²,2023,1 809 €/kk 
Huopalahdentie 31 A,60.20868650000001,24.8797181,1h+kt,1,0,31 m²,2023,920 €/kk 
